UT_time,Scat450tot,Scat550tot,Scat700tot,Scat450sub,Scat550sub,Scat700sub
71424,-0.09,0.83,-0.23,-0.87,-0.58,-0.32
71425,0.37,0.85,-0.07,-0.87,-0.58,-0.32
71426,0.37,0.83,-0.22,-0.87,-0.58,-0.32
71427,0.03,0.82,-0.12,-0.87,-0.58,-0.32
71428,-0.44,0.75,-0.46,-0.86,-0.58,-0.32
71429,-0.18,0.77,-0.21,-0.86,-0.58,-0.31
71430,-0.46,0.41,-0.26,-0.85,-0.57,-0.31
71431,-0.06,0.27,-0.02,-0.85,-0.57,-0.31
71432,0.32,0.00,-0.01,-0.85,-0.57,-0.31
71433,0.87,0.07,0.13,-0.85,-0.57,-0.31
71434,0.76,-0.04,-0.40,-0.86,-0.58,-0.32
71435,1.19,0.30,-0.17,-0.87,-0.58,-0.32
71436,0.77,0.37,-0.51,-0.89,-0.60,-0.33
71437,0.76,0.61,-0.97,-0.93,-0.62,-0.34
71438,0.40,0.31,-1.13,-0.97,-0.65,-0.36
71439,0.60,0.71,-1.18,-1.01,-0.67,-0.37
71440,0.65,0.89,-1.50,-1.04,-0.69,-0.38
71441,1.67,1.66,-0.77,-1.06,-0.71,-0.39
71442,0.93,1.66,-0.01,-1.06,-0.71,-0.39
71443,2.04,2.00,1.21,-1.05,-0.70,-0.39
71444,1.62,1.83,2.55,-1.04,-0.69,-0.38
71445,1.40,0.99,3.56,-1.02,-0.69,-0.38
71446,0.68,0.70,2.95,-1.01,-0.68,-0.37
71447,0.75,0.83,2.28,-1.00,-0.67,-0.37
71448,0.56,0.87,0.41,-1.00,-0.67,-0.37
71449,0.77,1.25,0.19,-1.02,-0.68,-0.37
71450,0.65,1.46,-0.24,-1.05,-0.70,-0.38
71451,1.57,1.58,0.37,-1.09,-0.73,-0.40
71452,0.94,1.66,0.72,-1.14,-0.76,-0.42
71453,1.81,1.91,1.62,-1.18,-0.79,-0.43
71454,0.84,1.70,0.81,-1.21,-0.81,-0.44
71455,0.76,1.91,0.79,-1.24,-0.83,-0.45
71456,0.38,1.50,0.51,-1.26,-0.84,-0.46
71457,0.48,1.54,0.69,-1.29,-0.86,-0.47
71458,0.23,1.75,1.20,-1.32,-0.89,-0.48
71459,0.56,2.34,2.54,-1.36,-0.91,-0.50
71460,0.94,2.11,3.13,-1.39,-0.93,-0.51
71461,1.64,1.79,2.55,-1.42,-0.95,-0.52
71462,1.66,1.73,2.27,-1.43,-0.96,-0.52
71463,1.44,1.00,1.41,-1.43,-0.96,-0.52
71464,0.94,0.88,2.34,-1.43,-0.96,-0.52
71465,0.67,1.50,2.56,-1.43,-0.96,-0.52
71466,0.80,0.93,2.64,-1.43,-0.95,-0.52
71467,0.81,0.97,2.73,-1.41,-0.95,-0.52
71468,0.92,0.95,2.96,-1.40,-0.94,-0.51
71469,1.75,1.34,2.17,-1.38,-0.93,-0.51
71470,1.79,0.99,2.12,-1.35,-0.90,-0.49
71471,1.90,1.50,2.58,-1.30,-0.87,-0.47
71472,2.31,1.49,2.40,-1.24,-0.83,-0.45
71473,2.42,1.80,2.68,-1.19,-0.79,-0.43
71474,2.10,1.55,2.10,-1.13,-0.76,-0.41
71475,1.75,1.47,1.86,-1.09,-0.73,-0.40
71476,1.39,0.88,1.32,-1.06,-0.71,-0.39
71477,0.36,0.70,1.36,-1.05,-0.70,-0.38
71478,0.07,0.45,0.68,-1.03,-0.69,-0.38
71479,0.15,0.58,0.79,-1.00,-0.67,-0.37
71480,0.80,0.67,0.74,-0.97,-0.65,-0.35
71481,1.62,1.22,0.52,-0.92,-0.62,-0.34
71482,2.08,1.68,-0.12,-0.86,-0.58,-0.32
71483,2.54,2.10,-0.50,-0.80,-0.54,-0.29
71484,2.65,1.89,-0.52,-0.74,-0.50,-0.27
71485,2.44,1.52,-0.88,-0.69,-0.46,-0.25
71486,2.66,1.19,-0.31,-0.64,-0.43,-0.23
71487,2.84,0.34,0.05,-0.60,-0.40,-0.22
71488,3.21,0.02,0.29,-0.57,-0.38,-0.21
71489,2.87,0.02,0.24,-0.55,-0.37,-0.20
71490,3.09,0.33,1.09,-0.54,-0.36,-0.20
71491,2.28,0.70,1.57,-0.52,-0.35,-0.19
71492,2.38,1.98,2.57,-0.50,-0.34,-0.18
71493,2.39,3.35,3.21,-0.48,-0.32,-0.18
71494,2.38,4.18,3.18,-0.46,-0.31,-0.17
71495,0.99,4.07,2.35,-0.45,-0.30,-0.16
71496,1.82,4.05,2.31,-0.44,-0.30,-0.16
71497,1.66,3.28,2.09,-0.44,-0.30,-0.16
71498,0.92,3.04,2.59,-0.45,-0.30,-0.17
71499,0.70,2.40,2.94,-0.46,-0.31,-0.17
71500,1.88,2.35,3.45,-0.46,-0.31,-0.17
71501,1.51,1.37,3.14,-0.47,-0.31,-0.17
71502,2.00,1.38,3.10,-0.46,-0.31,-0.17
71503,2.79,0.75,2.77,-0.46,-0.31,-0.17
71504,3.18,0.81,2.54,-0.47,-0.31,-0.17
71505,2.99,0.89,1.88,-0.48,-0.32,-0.17
71506,3.13,1.32,1.45,-0.49,-0.33,-0.18
71507,2.95,1.58,1.19,-0.51,-0.34,-0.19
71508,3.36,1.76,2.06,-0.53,-0.35,-0.19
71509,3.24,1.99,1.80,-0.54,-0.36,-0.20
71510,3.48,1.94,2.58,-0.55,-0.37,-0.20
71511,2.89,1.83,2.51,-0.56,-0.37,-0.20
71512,2.20,1.48,2.18,-0.57,-0.38,-0.21
71513,1.58,1.99,0.95,-0.58,-0.39,-0.21
71514,1.00,1.58,0.69,-0.59,-0.40,-0.22
71515,1.52,2.00,0.21,-0.61,-0.41,-0.22
71516,1.84,2.15,-0.37,-0.62,-0.42,-0.23
71517,1.88,2.35,-0.34,-0.64,-0.43,-0.23
71518,1.95,2.22,0.26,-0.65,-0.44,-0.24
71519,1.59,2.66,1.11,-0.65,-0.44,-0.24
71520,0.49,1.75,1.31,-0.64,-0.43,-0.24
71521,1.54,2.32,2.56,-0.63,-0.42,-0.23
71522,2.13,2.11,2.64,-0.61,-0.41,-0.22
71523,2.57,1.87,1.15,-0.59,-0.40,-0.22
71524,2.38,1.46,0.79,-0.58,-0.39,-0.21
71525,2.36,1.56,0.78,-0.57,-0.38,-0.21
71526,1.71,1.81,0.11,-0.55,-0.37,-0.20
71527,1.54,2.00,0.31,-0.54,-0.36,-0.20
71528,0.68,1.59,0.47,-0.54,-0.36,-0.20
71529,2.16,1.76,0.58,-0.54,-0.36,-0.20
71530,2.31,1.70,0.63,-0.56,-0.38,-0.21
71531,2.81,2.31,1.56,-0.60,-0.40,-0.22
71532,2.39,2.12,1.45,-0.65,-0.44,-0.24
71533,2.41,2.83,2.60,-0.70,-0.47,-0.26
71534,0.89,2.32,2.85,-0.74,-0.49,-0.27
71535,2.21,2.25,3.59,-0.77,-0.51,-0.28
71536,2.25,0.97,2.80,-0.79,-0.53,-0.29
71537,3.43,0.94,3.30,-0.81,-0.54,-0.30
71538,3.82,0.81,2.61,-0.83,-0.55,-0.30
71539,4.67,1.51,2.24,-0.85,-0.57,-0.31
71540,3.84,1.65,1.37,-0.87,-0.58,-0.32
71541,3.16,1.88,0.74,-0.89,-0.60,-0.33
71542,2.34,1.77,0.06,-0.91,-0.61,-0.33
71543,2.52,2.09,0.28,-0.93,-0.62,-0.34
71544,2.10,1.85,-0.20,-0.95,-0.64,-0.35
71545,2.70,2.33,-0.20,-0.98,-0.65,-0.36
71546,3.04,2.52,-0.02,-1.00,-0.67,-0.37
71547,3.69,2.54,0.53,-1.02,-0.68,-0.37
71548,3.10,2.14,0.48,-1.02,-0.69,-0.38
71549,3.55,1.69,1.17,-1.02,-0.69,-0.38
71550,3.65,1.26,1.66,-1.02,-0.69,-0.37
71551,4.53,1.41,2.44,-1.02,-0.69,-0.38
71552,4.75,1.18,2.43,-1.02,-0.69,-0.38
71553,4.77,1.79,2.98,-1.03,-0.69,-0.38
71554,4.28,2.08,3.04,-1.04,-0.69,-0.38
71555,4.01,2.29,3.04,-1.05,-0.70,-0.38
71556,3.17,2.00,2.65,-1.05,-0.70,-0.38
71557,2.72,1.87,3.00,-1.04,-0.70,-0.38
71558,3.13,1.58,2.57,-1.04,-0.69,-0.38
71559,2.87,1.97,2.59,-1.03,-0.69,-0.38
71560,3.23,1.83,2.16,-1.00,-0.67,-0.37
71561,2.89,2.18,1.97,-0.97,-0.65,-0.36
71562,3.03,2.37,1.12,-0.93,-0.62,-0.34
71563,2.91,2.49,1.02,-0.87,-0.58,-0.32
71564,2.67,2.03,0.88,-0.79,-0.53,-0.29
71565,2.42,1.86,1.26,-0.71,-0.47,-0.26
71566,2.71,1.56,1.77,-0.62,-0.42,-0.23
71567,2.90,1.39,2.25,-0.54,-0.36,-0.20
71568,2.76,1.66,2.88,-0.46,-0.31,-0.17
71569,2.76,1.59,2.83,-0.39,-0.26,-0.14
71570,2.92,2.06,2.46,-0.34,-0.23,-0.12
71571,2.89,2.13,1.43,-0.30,-0.20,-0.11
71572,3.33,2.30,0.81,-0.27,-0.18,-0.10
71573,2.90,2.64,-0.30,-0.23,-0.15,-0.08
71574,2.77,2.96,0.02,-0.18,-0.12,-0.06
71575,1.79,2.70,0.09,-0.10,-0.07,-0.04
71576,2.26,2.59,0.64,-0.01,-0.01,-0.01
71577,2.45,2.74,0.41,0.08,0.05,0.03
71578,2.98,2.30,0.99,0.16,0.11,0.06
71579,3.04,2.30,0.34,0.24,0.16,0.09
71580,3.45,2.36,1.12,0.32,0.21,0.12
71581,2.95,2.19,0.85,0.38,0.25,0.14
71582,3.32,2.49,1.29,0.42,0.28,0.15
71583,3.43,2.49,0.69,0.46,0.31,0.17
71584,3.77,2.68,0.80,0.51,0.34,0.19
71585,3.65,3.06,0.25,0.56,0.37,0.20
71586,4.13,3.00,0.47,0.62,0.42,0.23
71587,3.80,2.62,0.48,0.70,0.47,0.26
71588,4.15,2.62,1.27,0.77,0.52,0.28
71589,3.70,2.35,1.08,0.83,0.56,0.31
71590,4.23,2.78,0.69,0.88,0.59,0.32
71591,4.13,2.65,0.62,0.92,0.61,0.34
71592,4.70,3.09,0.89,0.95,0.64,0.35
71593,4.80,2.92,1.14,0.97,0.65,0.36
71594,5.46,3.06,1.97,0.99,0.66,0.36
71595,4.99,2.82,2.16,1.00,0.67,0.37
71596,4.42,3.04,2.28,1.02,0.68,0.37
71597,4.02,2.77,1.65,1.04,0.69,0.38
71598,3.79,2.76,1.09,1.06,0.71,0.39
71599,3.78,2.75,0.83,1.08,0.72,0.40
71600,3.65,2.93,1.36,1.09,0.73,0.40
71601,3.36,2.66,1.25,1.09,0.73,0.40
71602,3.51,2.72,1.56,1.07,0.72,0.39
71603,3.69,2.66,1.14,1.06,0.71,0.39
71604,3.78,2.86,1.29,1.04,0.70,0.38
71605,4.32,3.08,0.66,1.03,0.69,0.38
71606,4.97,3.59,0.69,1.03,0.69,0.38
71607,4.54,3.58,0.67,1.04,0.69,0.38
71608,4.36,3.71,1.72,1.05,0.70,0.39
71609,3.87,3.02,1.49,1.07,0.72,0.39
71610,3.87,2.57,2.49,1.10,0.74,0.40
71611,3.78,1.83,2.38,1.14,0.77,0.42
71612,4.76,2.09,3.08,1.20,0.80,0.44
71613,5.63,3.01,2.03,1.26,0.84,0.46
71614,6.17,3.53,2.53,1.33,0.89,0.49
71615,6.54,4.00,1.97,1.40,0.94,0.51
71616,6.28,4.13,2.07,1.46,0.98,0.54
71617,6.10,4.07,1.54,1.50,1.00,0.55
71618,6.00,3.86,2.17,1.53,1.02,0.56
71619,5.68,3.77,1.94,1.54,1.03,0.56
71620,5.53,3.83,2.46,1.54,1.03,0.56
71621,6.09,4.33,2.96,1.54,1.03,0.57
71622,6.24,4.44,2.86,1.54,1.03,0.57
71623,5.86,4.35,2.55,1.54,1.03,0.57
71624,5.95,4.36,2.33,1.54,1.03,0.57
71625,5.52,4.34,2.21,1.55,1.04,0.57
71626,5.26,3.93,1.79,1.56,1.04,0.57
71627,5.46,4.25,2.27,1.57,1.05,0.58
71628,4.90,3.86,2.18,1.59,1.06,0.58
71629,4.71,3.96,2.85,1.60,1.07,0.59
71630,4.40,3.17,2.86,1.62,1.09,0.60
71631,3.95,2.96,3.80,1.65,1.11,0.61
71632,3.77,2.33,3.10,1.70,1.14,0.62
71633,4.59,2.26,3.76,1.75,1.17,0.64
71634,5.15,1.81,3.21,1.82,1.22,0.67
71635,6.08,2.54,3.34,1.90,1.27,0.70
71636,6.51,2.81,2.70,1.98,1.32,0.72
71637,6.75,3.38,4.00,2.06,1.38,0.75
71638,5.96,3.40,3.70,2.14,1.43,0.78
71639,6.00,3.86,3.90,2.21,1.48,0.81
71640,5.29,3.47,3.19,2.27,1.52,0.83
71641,5.63,3.63,3.79,2.31,1.55,0.85
71642,5.55,3.25,3.18,2.35,1.57,0.86
71643,5.71,3.44,3.44,2.39,1.60,0.87
71644,5.59,3.21,3.63,2.43,1.63,0.89
71645,5.89,3.30,4.63,2.49,1.67,0.91
71646,5.59,3.19,4.20,2.55,1.71,0.93
71647,5.96,3.76,4.11,2.63,1.76,0.96
71648,5.94,3.83,3.27,2.71,1.81,0.99
71649,6.17,4.15,2.97,2.80,1.87,1.03
71650,6.38,4.40,1.82,2.90,1.94,1.06
71651,6.88,4.91,1.77,2.98,2.00,1.09
71652,7.15,4.87,1.22,3.04,2.04,1.12
71653,7.42,5.26,1.40,3.09,2.07,1.13
71654,7.56,5.21,1.39,3.13,2.10,1.15
71655,8.05,5.23,2.88,3.17,2.12,1.16
71656,8.05,4.81,3.31,3.24,2.17,1.19
71657,8.32,4.92,4.67,3.34,2.23,1.22
71658,9.28,4.43,5.45,3.45,2.31,1.26
71659,9.06,4.91,6.50,3.59,2.40,1.31
71660,9.17,4.94,6.02,3.74,2.51,1.37
71661,9.02,5.39,6.20,3.91,2.62,1.43
71662,8.87,5.32,5.66,4.07,2.73,1.49
71663,8.20,5.58,4.79,4.20,2.81,1.54
71664,8.44,5.32,4.35,4.29,2.87,1.57
71665,8.62,5.44,4.04,4.37,2.93,1.60
71666,8.79,5.55,3.93,4.44,2.98,1.63
71667,8.93,6.00,3.99,4.53,3.03,1.66
71668,8.84,6.38,4.75,4.64,3.10,1.70
71669,8.66,6.25,4.61,4.75,3.18,1.74
71670,8.10,6.51,4.82,4.86,3.25,1.78
71671,7.95,6.00,4.51,4.94,3.30,1.81
71672,7.72,6.03,4.87,5.00,3.35,1.83
71673,8.02,6.68,5.17,5.07,3.39,1.86
71674,9.61,8.49,6.65,5.13,3.43,1.88
71675,10.13,8.72,7.11,5.18,3.46,1.90
71676,11.27,9.65,7.82,5.23,3.50,1.91
71677,12.51,10.41,7.39,5.28,3.53,1.93
71678,12.04,9.94,6.63,5.34,3.57,1.95
71679,12.23,10.01,5.69,5.41,3.62,1.98
71680,14.02,10.52,4.98,5.51,3.69,2.02
71681,13.95,10.58,4.63,5.61,3.76,2.06
71682,13.63,10.33,4.98,5.72,3.83,2.09
71683,12.09,9.12,5.10,5.80,3.88,2.13
71684,12.47,8.96,6.01,5.88,3.93,2.15
71685,12.00,8.28,6.54,5.94,3.98,2.18
71686,12.16,8.27,7.07,5.99,4.01,2.19
71687,12.21,8.15,6.77,6.02,4.03,2.21
71688,12.84,8.19,7.13,6.06,4.05,2.22
71689,12.90,8.32,6.56,6.09,4.08,2.23
71690,13.31,8.61,6.86,6.14,4.11,2.25
71691,13.33,8.50,6.48,6.21,4.16,2.27
71692,13.64,8.70,7.08,6.29,4.21,2.31
71693,13.43,9.10,7.15,6.38,4.27,2.34
71694,13.88,9.36,7.98,6.47,4.33,2.37
71695,14.06,9.27,7.05,6.54,4.38,2.40
71696,14.39,9.54,7.01,6.60,4.42,2.42
71697,13.90,8.77,5.95,6.65,4.45,2.44
71698,13.94,8.61,5.09,6.68,4.47,2.45
71699,13.72,8.40,4.35,6.70,4.49,2.46
71700,14.20,9.13,5.43,6.73,4.50,2.46
71701,14.06,8.63,5.52,6.77,4.53,2.48
71702,14.64,9.08,6.24,6.82,4.57,2.50
71703,14.37,8.90,6.23,6.90,4.62,2.53
71704,14.66,8.73,6.46,6.99,4.68,2.56
71705,13.68,7.96,6.42,7.08,4.74,2.59
71706,13.80,8.65,6.59,7.17,4.80,2.63
71707,13.61,9.23,6.38,7.25,4.86,2.66
71708,14.42,10.02,6.66,7.34,4.91,2.69
71709,13.72,10.11,6.54,7.41,4.96,2.71
71710,14.24,10.65,5.93,7.46,4.99,2.73
71711,13.74,10.22,5.35,7.50,5.02,2.75
71712,14.44,10.27,5.32,7.55,5.05,2.76
71713,14.28,10.03,5.21,7.59,5.08,2.78
71714,15.76,10.43,5.21,7.63,5.11,2.80
71715,16.18,10.15,4.91,7.69,5.15,2.82
71716,17.29,10.61,5.15,7.77,5.20,2.85
71717,16.39,10.19,4.37,7.86,5.26,2.88
71718,16.02,10.29,4.66,7.96,5.33,2.92
71719,14.97,9.95,4.56,8.05,5.39,2.95
71720,14.89,10.44,5.63,8.14,5.45,2.98
71721,14.37,10.20,5.82,8.20,5.49,3.00
71722,15.28,10.58,7.06,8.24,5.51,3.02
71723,15.42,10.33,7.38,8.25,5.52,3.02
71724,16.02,10.68,8.13,8.27,5.54,3.03
71725,15.80,10.40,7.59,8.29,5.55,3.04
71726,15.69,10.82,8.10,8.31,5.56,3.04
71727,14.58,10.70,8.09,8.33,5.58,3.05
71728,14.14,11.19,8.29,8.37,5.61,3.07
71729,14.71,12.22,8.73,8.42,5.63,3.08
71730,14.64,12.81,8.90,8.47,5.67,3.10
71731,14.51,12.55,7.94,8.53,5.71,3.13
71732,14.38,11.85,6.72,8.58,5.75,3.14
71733,13.35,10.95,5.89,8.62,5.77,3.16
71734,13.78,10.26,4.72,8.65,5.79,3.17
71735,14.73,10.07,4.23,8.66,5.80,3.17
71736,14.58,9.74,3.93,8.67,5.80,3.18
71737,15.51,10.31,4.60,8.68,5.81,3.18
71738,14.99,10.09,4.50,8.70,5.83,3.19
71739,15.12,10.56,5.47,8.74,5.85,3.20
71740,14.63,10.49,5.40,8.78,5.87,3.21
71741,14.48,11.06,6.06,8.82,5.90,3.23
71742,13.95,10.88,5.48,8.86,5.93,3.25
71743,14.73,11.20,5.54,8.90,5.96,3.26
71744,15.08,10.86,5.02,8.93,5.97,3.27
71745,15.67,11.27,5.80,8.95,5.99,3.28
71746,16.44,10.94,6.06,8.96,6.00,3.28
71747,16.45,11.28,7.26,8.97,6.01,3.29
71748,16.32,11.05,7.44,8.99,6.02,3.29
71749,16.73,11.04,7.89,9.02,6.04,3.31
71750,16.69,10.93,7.15,9.08,6.08,3.32
71751,17.04,10.86,7.05,9.15,6.12,3.35
71752,16.98,10.58,6.30,9.22,6.17,3.38
71753,16.62,10.38,6.62,9.30,6.22,3.41
71754,15.81,10.17,6.28,9.37,6.27,3.43
71755,15.75,9.96,7.19,9.44,6.32,3.46
71756,15.19,10.19,7.25,9.49,6.36,3.48
71757,15.78,10.54,8.10,9.54,6.38,3.49
71758,15.65,10.86,8.00,9.57,6.41,3.51
71759,16.18,11.13,8.70,9.61,6.43,3.52
71760,15.65,10.75,8.25,9.65,6.46,3.53
71761,16.11,10.52,8.91,9.69,6.49,3.55
71762,15.97,9.65,8.35,9.75,6.52,3.57
71763,17.24,9.46,8.34,9.81,6.57,3.59
71764,17.03,9.47,7.64,9.87,6.61,3.62
71765,18.14,9.51,7.56,9.92,6.64,3.64
71766,16.92,9.83,6.19,9.98,6.68,3.66
71767,16.68,10.02,6.20,10.03,6.72,3.67
71768,15.57,9.84,5.93,10.07,6.74,3.69
71769,15.43,9.80,6.12,10.09,6.75,3.70
71770,14.36,9.97,5.86,10.11,6.77,3.70
71771,14.45,9.44,5.76,10.12,6.78,3.71
71772,13.85,8.97,5.81,10.13,6.78,3.71
71773,14.39,8.82,5.71,10.14,6.79,3.71
71774,14.17,8.31,5.39,10.14,6.79,3.71
71775,15.09,8.23,4.99,10.12,6.77,3.71
71776,15.79,8.02,4.87,10.09,6.76,3.70
71777,15.98,8.41,4.10,10.06,6.73,3.68
71778,15.53,8.74,3.61,10.02,6.71,3.67
71779,15.49,9.65,3.76,9.99,6.69,3.66
71780,14.46,9.76,3.90,9.98,6.68,3.65
71781,14.09,10.75,5.08,9.96,6.67,3.65
71782,14.22,11.66,6.28,9.95,6.66,3.65
71783,15.88,12.77,8.07,9.93,6.65,3.64
71784,14.48,11.53,8.46,9.90,6.63,3.63
71785,14.82,11.24,8.93,9.84,6.59,3.60
71786,14.65,10.27,9.01,9.77,6.54,3.58
71787,14.15,9.54,8.73,9.69,6.49,3.55
71788,13.82,9.48,8.99,9.61,6.44,3.52
71789,13.59,10.25,8.61,9.54,6.39,3.50
71790,14.02,10.70,9.07,9.48,6.34,3.47
71791,13.65,11.00,8.43,9.43,6.31,3.45
71792,13.92,11.13,7.55,9.39,6.29,3.44
71793,13.31,10.72,6.46,9.36,6.27,3.43
71794,12.90,9.78,6.28,9.35,6.26,3.42
71795,12.18,9.03,5.73,9.34,6.25,3.42
71796,12.44,8.73,5.58,9.34,6.25,3.42
71797,11.86,7.90,5.46,9.32,6.24,3.41
71798,12.27,7.55,5.65,9.29,6.22,3.40
71799,11.95,6.70,4.78,9.26,6.20,3.39
71800,12.12,6.77,4.22,9.23,6.18,3.38
71801,11.79,6.99,3.57,9.21,6.16,3.37
71802,12.16,8.22,4.14,9.19,6.15,3.37
71803,12.20,8.73,3.75,9.19,6.15,3.37
71804,12.65,9.26,4.11,9.19,6.15,3.37
71805,12.60,9.60,3.52,9.19,6.15,3.37
71806,12.63,9.87,3.97,9.19,6.15,3.37
71807,12.78,9.30,3.69,9.19,6.15,3.37
71808,12.61,9.05,4.26,9.19,6.15,3.37
71809,12.18,8.97,4.44,9.20,6.16,3.37
71810,11.89,8.91,5.73,9.22,6.17,3.38
71811,11.25,8.49,5.54,9.25,6.19,3.39
71812,11.85,8.52,5.35,9.29,6.22,3.40
71813,12.13,8.20,4.87,9.34,6.25,3.42
71814,12.91,8.50,4.65,9.38,6.28,3.44
71815,12.84,8.13,3.62,9.41,6.30,3.45
71816,13.43,8.03,3.55,9.43,6.31,3.46
71817,12.64,7.83,3.28,9.46,6.33,3.46
71818,12.31,7.84,3.26,9.49,6.35,3.48
71819,11.85,7.68,3.48,9.53,6.38,3.49
71820,11.60,7.77,4.47,9.57,6.41,3.51
71821,10.60,7.66,4.68,9.62,6.44,3.52
71822,10.19,7.54,4.84,9.65,6.46,3.53
71823,9.66,7.44,4.74,9.66,6.47,3.54
71824,9.77,7.48,4.43,9.65,6.46,3.54
71825,9.59,7.33,3.82,9.64,6.45,3.53
71826,10.13,7.51,3.33,9.63,6.45,3.53
71827,9.50,7.41,3.18,9.62,6.44,3.52
71828,10.57,7.88,3.46,9.62,6.44,3.52
71829,9.70,7.97,3.66,9.62,6.44,3.52
71830,9.82,8.62,4.47,9.62,6.44,3.52
71831,9.17,8.14,4.84,9.63,6.44,3.53
71832,9.56,7.96,5.30,9.63,6.44,3.53
71833,8.24,6.60,4.45,9.63,6.44,3.53
71834,8.97,6.86,4.15,9.62,6.44,3.52
71835,9.09,6.53,3.42,9.59,6.42,3.51
71836,10.01,7.00,3.35,9.56,6.40,3.50
71837,10.34,7.22,3.32,9.52,6.37,3.49
71838,11.18,7.72,3.29,9.48,6.35,3.47
71839,11.36,7.76,3.55,9.45,6.33,3.46
71840,11.28,7.65,3.60,9.43,6.31,3.45
71841,10.98,7.43,3.85,9.41,6.30,3.45
71842,10.40,7.52,4.29,9.39,6.29,3.44
71843,9.74,7.56,4.70,9.37,6.27,3.43
71844,9.28,7.73,4.87,9.33,6.25,3.42
71845,10.32,8.87,5.54,9.29,6.22,3.40
71846,9.89,9.09,5.14,9.23,6.18,3.38
71847,9.66,8.80,4.85,9.17,6.14,3.36
71848,9.41,8.58,4.73,9.10,6.09,3.33
71849,10.08,8.44,5.07,9.03,6.05,3.31
71850,9.64,7.61,4.64,8.98,6.01,3.29
71851,10.94,8.02,5.31,8.95,5.99,3.28
71852,11.31,8.19,5.21,8.91,5.96,3.26
71853,12.10,8.68,5.27,8.88,5.94,3.25
71854,11.17,8.26,4.35,8.83,5.91,3.23
71855,11.04,8.35,3.84,8.76,5.86,3.21
71856,10.07,7.62,2.83,8.68,5.81,3.18
71857,10.21,7.48,2.66,8.59,5.75,3.15
71858,10.14,6.88,2.61,8.51,5.70,3.12
71859,10.99,7.04,3.44,8.44,5.65,3.09
71860,10.95,6.94,3.95,8.39,5.61,3.07
71861,11.74,7.38,4.74,8.35,5.59,3.06
71862,11.43,7.24,4.67,8.33,5.57,3.05
71863,11.52,7.60,5.35,8.32,5.57,3.05
71864,10.74,7.83,5.04,8.32,5.57,3.05
71865,11.05,8.52,5.38,8.31,5.56,3.04
71866,10.33,8.45,5.63,8.30,5.56,3.04
71867,10.68,8.81,6.27,8.28,5.54,3.03
71868,10.40,8.48,5.56,8.27,5.53,3.03
71869,10.67,8.03,5.82,8.24,5.52,3.02
71870,10.33,7.14,4.83,8.22,5.50,3.01
71871,10.86,7.19,4.58,8.20,5.49,3.01
71872,10.74,7.10,4.35,8.19,5.48,3.00
71873,10.91,7.45,5.06,8.18,5.48,3.00
71874,11.16,7.67,4.83,8.17,5.47,2.99
71875,11.58,8.37,5.49,8.16,5.46,2.99
71876,11.34,8.35,5.26,8.15,5.45,2.98
71877,11.80,8.63,5.04,8.12,5.44,2.98
71878,11.81,8.48,4.48,8.10,5.42,2.97
71879,11.84,8.57,4.59,8.07,5.41,2.96
71880,11.54,8.20,4.48,8.06,5.40,2.95
71881,11.82,8.41,4.65,8.06,5.40,2.95
71882,11.48,7.95,4.77,8.08,5.41,2.96
71883,12.05,8.09,4.80,8.11,5.43,2.97
71884,12.15,7.83,4.96,8.14,5.45,2.98
71885,12.62,8.02,5.31,8.16,5.46,2.99
71886,12.33,8.37,6.25,8.18,5.48,3.00
71887,12.56,8.55,6.13,8.20,5.49,3.00
71888,11.74,8.53,6.65,8.22,5.51,3.01
71889,11.74,8.77,6.30,8.24,5.52,3.02
71890,11.36,8.63,6.22,8.26,5.53,3.03
71891,11.76,8.35,6.04,8.28,5.55,3.03
71892,11.78,8.69,6.86,8.30,5.55,3.04
71893,12.33,8.92,6.34,8.30,5.56,3.04
71894,12.27,9.22,6.63,8.32,5.57,3.05
71895,12.03,9.23,6.34,8.37,5.60,3.07
71896,11.71,9.39,5.94,8.41,5.63,3.08
71897,11.59,8.73,5.23,8.45,5.66,3.10
71898,11.16,8.24,5.51,8.50,5.69,3.11
71899,10.66,7.50,4.98,8.55,5.72,3.13
71900,11.08,7.49,5.21,8.60,5.76,3.15
71901,11.03,7.23,4.63,8.67,5.80,3.17
71902,11.70,7.99,5.01,8.75,5.86,3.21
71903,12.08,8.34,4.72,8.86,5.93,3.24
71904,12.62,8.97,5.12,8.96,6.00,3.28
71905,12.05,9.14,4.82,9.05,6.06,3.32
71906,12.26,9.09,4.90,9.14,6.12,3.35
71907,11.17,8.63,4.68,9.23,6.18,3.38
71908,11.18,8.65,4.50,9.29,6.22,3.40
71909,10.53,8.30,4.40,9.34,6.25,3.42
71910,10.44,7.73,5.01,9.38,6.28,3.44
71911,9.94,7.64,5.32,9.42,6.30,3.45
71912,10.27,7.21,5.26,9.45,6.32,3.46
71913,9.99,7.11,4.92,9.48,6.35,3.47
71914,10.33,6.96,4.86,9.51,6.36,3.48
71915,10.83,7.48,4.21,9.53,6.38,3.49
71916,10.68,7.64,4.25,9.52,6.37,3.49
71917,10.83,8.32,4.15,9.49,6.35,3.48
71918,11.27,8.37,4.44,9.44,6.32,3.46
71919,11.04,8.48,4.56,9.40,6.29,3.44
71920,10.97,8.56,5.13,9.35,6.26,3.43
71921,11.14,8.84,5.55,9.32,6.24,3.41
