UT_time,Scat450tot,Scat550tot,Scat700tot,Scat450sub,Scat550sub,Scat700sub
71922,11.20,9.29,6.01,9.30,6.22,3.41
71923,12.06,10.52,6.96,9.27,6.21,3.40
71924,12.45,10.93,6.15,9.24,6.19,3.39
71925,12.22,10.80,5.39,9.20,6.16,3.37
71926,12.41,10.14,4.51,9.13,6.12,3.35
71927,11.76,9.22,3.95,9.06,6.07,3.32
71928,12.07,8.71,3.81,8.99,6.02,3.29
71929,10.95,8.04,3.83,8.91,5.96,3.26
71930,11.39,7.69,4.12,8.82,5.91,3.23
71931,11.17,7.60,4.47,8.76,5.86,3.21
71932,11.49,8.17,4.74,8.71,5.83,3.19
71933,11.06,8.28,4.29,8.67,5.81,3.18
71934,11.95,9.17,4.75,8.64,5.78,3.16
71935,12.17,9.40,4.41,8.60,5.75,3.15
71936,12.31,9.37,4.60,8.54,5.72,3.13
71937,11.14,8.70,4.50,8.48,5.68,3.11
71938,11.35,8.55,4.68,8.41,5.63,3.08
71939,11.65,8.61,4.12,8.35,5.59,3.06
71940,11.82,8.60,4.29,8.30,5.56,3.04
71941,11.76,8.49,3.73,8.25,5.53,3.02
71942,12.08,8.58,3.84,8.21,5.50,3.01
71943,11.82,8.16,3.73,8.18,5.47,3.00
71944,12.15,7.95,4.53,8.15,5.46,2.99
71945,11.68,7.52,4.76,8.14,5.45,2.98
71946,11.94,7.39,5.14,8.12,5.43,2.97
71947,11.54,7.03,5.22,8.09,5.41,2.96
71948,11.64,7.03,5.33,8.04,5.38,2.95
71949,11.21,6.47,5.15,7.98,5.34,2.92
71950,11.37,6.76,5.08,7.91,5.30,2.90
71951,11.57,6.93,5.81,7.85,5.25,2.87
71952,11.58,6.94,6.48,7.79,5.21,2.85
71953,11.94,7.45,7.14,7.75,5.19,2.84
71954,11.81,7.93,7.16,7.72,5.17,2.83
71955,11.95,8.31,7.39,7.70,5.15,2.82
71956,11.46,8.17,6.52,7.69,5.14,2.82
71957,11.44,8.59,5.85,7.69,5.15,2.82
71958,11.15,8.25,4.74,7.70,5.15,2.82
71959,11.38,8.51,4.54,7.71,5.16,2.82
71960,11.36,8.34,3.89,7.72,5.17,2.83
71961,11.81,8.62,4.20,7.74,5.18,2.83
71962,12.19,8.48,3.98,7.76,5.19,2.84
71963,12.53,8.69,4.80,7.78,5.21,2.85
71964,12.58,8.68,4.83,7.81,5.23,2.86
71965,12.95,9.36,5.83,7.85,5.25,2.88
71966,12.48,9.60,5.62,7.88,5.28,2.89
71967,12.79,9.64,6.24,7.90,5.29,2.90
71968,12.42,9.38,5.74,7.93,5.31,2.90
71969,13.10,9.39,5.88,7.94,5.31,2.91
71970,12.65,8.76,5.24,7.94,5.32,2.91
71971,13.03,8.53,5.28,7.94,5.32,2.91
71972,12.56,8.37,4.79,7.95,5.32,2.91
71973,12.78,8.43,5.09,7.95,5.32,2.91
71974,12.26,8.18,4.44,7.95,5.32,2.91
71975,12.26,7.96,4.72,7.95,5.32,2.91
71976,11.92,7.81,4.75,7.96,5.33,2.91
71977,12.07,7.75,5.37,7.96,5.33,2.91
71978,11.71,7.48,5.19,7.96,5.33,2.91
71979,11.84,7.29,5.07,7.95,5.32,2.91
71980,11.22,7.17,5.17,7.95,5.32,2.91
71981,11.10,7.26,6.29,7.93,5.31,2.91
71982,10.27,7.23,6.43,7.91,5.30,2.90
71983,10.73,7.58,7.05,7.88,5.27,2.89
71984,10.52,7.35,6.47,7.84,5.25,2.87
71985,11.87,7.76,5.46,7.79,5.21,2.85
71986,12.19,7.80,3.92,7.74,5.18,2.83
71987,13.42,8.30,3.88,7.69,5.15,2.82
71988,13.19,8.31,3.61,7.66,5.13,2.81
71989,13.72,8.93,4.96,7.64,5.11,2.80
71990,13.42,8.71,5.45,7.62,5.10,2.79
71991,13.49,8.94,5.78,7.62,5.10,2.79
71992,13.24,8.39,4.52,7.61,5.10,2.79
71993,13.29,8.71,3.89,7.61,5.09,2.79
71994,12.94,8.52,3.51,7.60,5.09,2.78
71995,12.49,8.58,4.26,7.59,5.08,2.78
71996,12.02,8.07,4.49,7.57,5.07,2.77
71997,11.43,8.42,5.54,7.55,5.06,2.77
71998,11.07,7.93,5.71,7.54,5.05,2.76
71999,10.74,8.09,5.56,7.53,5.04,2.76
72000,10.52,7.64,4.34,7.52,5.04,2.76
72001,10.80,7.85,4.16,7.52,5.04,2.76
72002,11.14,7.78,3.94,7.52,5.04,2.76
72003,11.84,8.05,4.03,7.52,5.04,2.76
72004,12.79,8.13,4.19,7.52,5.04,2.76
72005,13.69,8.61,4.76,7.52,5.03,2.75
72006,14.51,8.95,4.92,7.50,5.02,2.75
72007,15.71,9.18,4.69,7.47,5.00,2.74
72008,16.85,10.04,5.15,7.45,4.99,2.73
72009,17.06,10.37,5.00,7.43,4.97,2.72
72010,17.46,10.83,5.66,7.42,4.97,2.72
72011,17.30,10.75,5.87,7.44,4.98,2.72
72012,16.83,11.34,7.11,7.47,5.00,2.74
72013,16.25,10.99,7.67,7.51,5.03,2.75
72014,16.23,11.31,8.87,7.55,5.05,2.76
72015,16.08,11.13,8.63,7.59,5.08,2.78
72016,15.96,11.02,8.91,7.64,5.11,2.80
72017,15.76,10.68,7.65,7.69,5.15,2.82
72018,15.36,10.24,6.92,7.76,5.20,2.84
72019,14.90,10.05,6.20,7.85,5.26,2.88
72020,14.26,10.43,6.10,7.94,5.32,2.91
72021,14.12,10.83,6.05,8.03,5.38,2.94
72022,13.91,10.87,6.56,8.11,5.43,2.97
72023,13.61,10.85,6.87,8.19,5.48,3.00
72024,13.35,10.50,7.12,8.25,5.52,3.02
72025,13.31,9.62,6.71,8.30,5.56,3.04
72026,12.87,8.76,6.77,8.34,5.58,3.05
72027,12.75,8.21,6.49,8.37,5.60,3.07
72028,12.57,8.08,6.59,8.39,5.62,3.07
72029,12.24,7.50,5.13,8.41,5.63,3.08
72030,11.95,7.34,4.74,8.42,5.64,3.09
72031,11.58,7.38,4.08,8.44,5.65,3.09
72032,11.52,7.40,4.66,8.44,5.65,3.09
72033,11.02,7.16,3.88,8.43,5.64,3.09
72034,11.07,7.34,4.56,8.41,5.63,3.08
72035,10.77,7.20,4.58,8.37,5.60,3.07
72036,10.91,7.21,4.25,8.33,5.57,3.05
72037,9.90,6.61,3.13,8.29,5.55,3.04
72038,9.81,6.23,3.30,8.26,5.53,3.03
72039,9.11,5.71,3.19,8.23,5.51,3.02
72040,8.81,5.34,3.70,8.21,5.50,3.01
72041,8.56,5.17,3.55,8.19,5.49,3.00
72042,8.73,5.22,3.86,8.18,5.48,3.00
72043,8.13,5.06,3.11,8.18,5.47,2.99
72044,8.15,5.10,3.04,8.17,5.47,2.99
72045,7.93,5.15,2.19,8.17,5.47,2.99
72046,7.81,5.17,2.73,8.17,5.47,2.99
72047,7.74,5.37,2.81,8.16,5.46,2.99
72048,8.63,6.10,4.11,8.15,5.46,2.99
72049,8.95,6.31,4.70,8.15,5.46,2.99
72050,9.73,6.70,5.59,8.15,5.46,2.99
72051,10.05,6.35,4.49,8.14,5.45,2.98
72052,10.25,6.16,4.08,8.12,5.44,2.98
72053,10.11,5.55,2.93,8.09,5.42,2.96
72054,9.83,5.53,3.03,8.04,5.38,2.94
72055,9.12,5.39,3.02,7.96,5.33,2.92
72056,8.41,5.70,4.05,7.87,5.27,2.88
72057,8.03,6.29,4.82,7.76,5.20,2.84
72058,8.30,7.83,5.72,7.64,5.12,2.80
72059,8.52,8.55,5.78,7.53,5.04,2.76
72060,8.28,8.48,5.35,7.44,4.98,2.73
72061,8.79,8.68,5.46,7.38,4.94,2.70
72062,8.82,7.98,4.49,7.31,4.89,2.68
72063,9.78,8.11,4.62,7.23,4.84,2.65
72064,9.62,7.75,3.99,7.15,4.78,2.62
72065,10.54,8.74,4.56,7.04,4.71,2.58
72066,10.67,8.47,4.71,6.92,4.63,2.53
72067,10.89,8.81,5.61,6.81,4.56,2.49
72068,9.58,7.60,5.37,6.72,4.50,2.46
72069,9.14,7.17,5.59,6.65,4.45,2.44
72070,8.70,6.44,5.32,6.61,4.42,2.42
72071,8.12,6.41,5.01,6.57,4.40,2.41
72072,7.59,5.95,4.98,6.55,4.39,2.40
72073,7.28,6.19,5.11,6.54,4.38,2.40
72074,7.43,6.07,5.01,6.53,4.37,2.39
72075,7.36,5.98,4.94,6.52,4.37,2.39
72076,7.86,6.90,5.56,6.52,4.37,2.39
72077,8.12,7.07,6.04,6.53,4.37,2.39
72078,7.87,7.14,5.87,6.54,4.38,2.39
72079,8.17,7.30,6.46,6.54,4.38,2.40
72080,7.50,6.29,5.46,6.54,4.38,2.40
72081,7.85,5.83,5.63,6.54,4.38,2.40
72082,7.69,5.78,4.34,6.54,4.38,2.40
72083,7.96,5.71,4.31,6.54,4.38,2.39
72084,7.70,5.99,4.04,6.54,4.38,2.39
72085,8.25,6.73,4.47,6.54,4.38,2.40
72086,7.92,6.33,3.71,6.53,4.37,2.39
72087,7.17,5.93,4.53,6.52,4.36,2.39
72088,6.77,5.41,4.24,6.50,4.35,2.38
72089,6.76,4.80,4.43,6.48,4.34,2.37
72090,6.40,4.32,4.27,6.45,4.31,2.36
72091,7.20,4.41,5.00,6.42,4.29,2.35
72092,7.36,4.45,4.46,6.38,4.27,2.34
72093,8.50,5.10,4.27,6.34,4.25,2.32
72094,8.68,5.53,4.22,6.31,4.23,2.31
72095,9.54,5.93,4.48,6.29,4.21,2.30
72096,9.11,5.85,3.90,6.27,4.20,2.30
72097,9.45,6.03,4.25,6.25,4.19,2.29
72098,8.81,5.51,4.23,6.24,4.18,2.29
72099,9.08,5.50,3.86,6.24,4.18,2.29
72100,8.54,5.42,3.68,6.24,4.18,2.29
72101,8.74,5.43,4.21,6.25,4.18,2.29
72102,8.20,5.25,3.95,6.26,4.19,2.29
72103,7.64,4.94,4.88,6.28,4.20,2.30
72104,7.00,4.63,4.80,6.29,4.21,2.30
72105,7.00,4.87,5.41,6.30,4.22,2.31
72106,6.48,5.20,5.01,6.32,4.23,2.31
72107,6.83,5.23,5.23,6.33,4.24,2.32
72108,7.41,5.39,4.33,6.34,4.25,2.32
72109,7.93,5.46,3.96,6.36,4.26,2.33
72110,7.81,5.07,3.25,6.37,4.26,2.33
72111,7.85,4.94,2.60,6.38,4.27,2.34
72112,7.55,5.00,2.35,6.39,4.28,2.34
72113,7.99,5.74,2.49,6.39,4.28,2.34
72114,7.72,5.76,2.73,6.38,4.27,2.34
72115,7.77,5.94,2.65,6.36,4.26,2.33
72116,8.20,6.85,3.30,6.32,4.23,2.32
72117,8.10,7.13,3.01,6.27,4.20,2.30
72118,8.56,7.00,2.87,6.23,4.17,2.28
72119,8.89,6.91,2.45,6.20,4.15,2.27
72120,9.22,7.00,2.84,6.17,4.13,2.26
72121,8.87,6.63,3.02,6.13,4.10,2.25
72122,9.19,7.23,4.19,6.09,4.08,2.23
72123,8.45,6.97,4.84,6.05,4.05,2.22
72124,8.49,7.52,5.77,6.00,4.02,2.20
72125,8.07,7.34,5.17,5.96,3.99,2.18
72126,8.09,7.26,5.00,5.94,3.98,2.18
72127,7.63,6.41,3.94,5.92,3.96,2.17
72128,7.19,5.82,3.77,5.91,3.96,2.17
72129,6.97,5.45,3.38,5.91,3.96,2.17
72130,7.48,5.21,3.48,5.91,3.96,2.17
72131,7.53,5.32,3.19,5.91,3.96,2.17
72132,7.97,5.33,3.64,5.91,3.96,2.17
72133,7.64,4.95,3.28,5.91,3.96,2.17
72134,7.83,4.90,3.55,5.89,3.95,2.16
72135,7.30,5.02,3.28,5.87,3.93,2.15
72136,7.09,4.93,2.98,5.82,3.90,2.13
72137,6.16,4.88,2.28,5.76,3.85,2.11
72138,6.98,5.35,2.30,5.66,3.79,2.07
72139,6.79,5.26,1.97,5.55,3.71,2.03
72140,7.33,5.96,2.65,5.43,3.63,1.99
72141,7.53,6.41,2.97,5.32,3.56,1.95
72142,8.06,6.76,3.89,5.24,3.51,1.92
72143,7.92,6.39,4.09,5.19,3.47,1.90
72144,8.12,6.57,4.17,5.14,3.44,1.88
72145,7.00,5.63,3.17,5.10,3.42,1.87
72146,6.78,5.25,3.29,5.06,3.39,1.85
72147,6.70,4.71,2.80,5.01,3.35,1.83
72148,7.20,4.93,3.30,4.97,3.33,1.82
72149,7.24,4.64,3.22,4.95,3.32,1.81
72150,7.76,5.03,3.80,4.96,3.32,1.82
72151,8.12,4.77,3.08,4.96,3.32,1.82
72152,8.36,5.16,3.62,4.96,3.32,1.82
72153,7.99,5.04,3.45,4.95,3.32,1.81
72154,8.19,5.40,4.16,4.94,3.31,1.81
72155,8.11,5.29,3.85,4.93,3.30,1.80
72156,8.18,5.63,4.64,4.91,3.29,1.80
72157,7.52,5.50,3.76,4.91,3.28,1.80
72158,7.57,5.66,3.17,4.89,3.27,1.79
72159,7.04,5.44,3.04,4.87,3.26,1.78
72160,7.47,6.04,3.57,4.84,3.24,1.77
72161,7.14,5.78,3.82,4.81,3.22,1.76
72162,7.17,6.30,5.52,4.79,3.21,1.76
72163,6.24,5.24,5.74,4.78,3.20,1.75
72164,6.68,5.22,6.21,4.77,3.19,1.75
72165,6.77,4.87,6.90,4.77,3.20,1.75
72166,7.02,4.97,7.38,4.77,3.20,1.75
72167,8.01,5.13,7.23,4.78,3.20,1.75
72168,8.13,5.41,6.80,4.78,3.20,1.75
72169,8.05,5.58,5.68,4.80,3.21,1.76
72170,7.52,5.35,4.90,4.82,3.22,1.76
72171,7.64,5.43,4.51,4.83,3.23,1.77
72172,7.28,5.12,4.59,4.85,3.25,1.78
72173,7.62,5.41,5.09,4.86,3.26,1.78
72174,7.48,5.09,5.12,4.89,3.27,1.79
72175,7.67,5.08,5.13,4.93,3.30,1.80
72176,7.30,4.95,4.75,4.96,3.32,1.82
72177,6.67,4.80,4.56,5.00,3.35,1.83
72178,6.18,4.14,4.12,5.03,3.37,1.84
72179,6.19,4.09,4.22,5.05,3.38,1.85
72180,6.41,3.99,3.84,5.07,3.40,1.86
72181,6.38,4.31,3.44,5.10,3.42,1.87
72182,6.33,4.53,2.63,5.14,3.44,1.88
72183,6.12,4.96,2.37,5.19,3.48,1.90
72184,6.39,5.39,2.41,5.25,3.51,1.92
72185,6.69,6.31,3.28,5.30,3.55,1.94
72186,6.91,6.26,4.15,5.34,3.58,1.96
72187,7.68,6.75,5.41,5.37,3.60,1.97
72188,7.93,6.96,5.75,5.39,3.61,1.97
72189,8.33,6.74,5.00,5.39,3.61,1.97
72190,8.03,6.54,3.82,5.38,3.60,1.97
72191,9.11,6.64,2.95,5.37,3.59,1.97
72192,7.83,6.20,2.50,5.35,3.58,1.96
72193,8.33,5.89,2.15,5.31,3.55,1.94
72194,7.76,5.16,2.62,5.26,3.52,1.93
72195,8.31,5.20,2.70,5.19,3.48,1.90
72196,7.86,4.73,3.42,5.13,3.43,1.88
72197,7.49,4.72,2.73,5.07,3.39,1.86
72198,7.03,4.52,2.81,5.01,3.36,1.84
72199,7.25,4.73,2.44,4.98,3.33,1.82
72200,6.93,4.73,2.42,4.95,3.31,1.81
72201,7.25,5.28,2.35,4.94,3.30,1.81
72202,7.58,5.71,2.90,4.93,3.30,1.81
72203,8.62,6.81,3.71,4.94,3.31,1.81
72204,8.55,7.71,4.52,4.96,3.32,1.82
72205,8.67,8.25,5.26,5.00,3.35,1.83
72206,8.32,8.22,5.03,5.05,3.38,1.85
72207,8.64,7.81,4.44,5.10,3.41,1.87
72208,8.74,7.20,3.50,5.13,3.43,1.88
72209,8.07,6.10,2.73,5.15,3.45,1.89
72210,8.16,5.77,2.56,5.16,3.45,1.89
72211,8.39,5.46,3.52,5.16,3.45,1.89
72212,7.66,5.05,4.51,5.16,3.45,1.89
72213,7.33,4.89,5.37,5.16,3.46,1.89
72214,7.14,5.02,5.69,5.17,3.46,1.89
72215,7.27,5.06,6.18,5.17,3.46,1.89
72216,7.34,5.37,5.01,5.18,3.47,1.90
72217,8.25,5.97,4.17,5.18,3.47,1.90
72218,8.70,6.47,3.24,5.20,3.48,1.90
72219,9.25,7.15,2.74,5.23,3.50,1.91
72220,9.56,7.09,2.25,5.27,3.53,1.93
72221,9.60,6.74,2.05,5.32,3.56,1.95
72222,9.72,6.23,2.48,5.37,3.59,1.97
72223,9.17,5.56,2.70,5.41,3.62,1.98
72224,9.15,5.13,3.43,5.44,3.64,1.99
72225,8.46,5.28,3.54,5.46,3.65,2.00
72226,8.60,5.66,4.21,5.47,3.66,2.00
72227,8.00,5.81,4.11,5.48,3.67,2.01
72228,7.95,5.84,4.91,5.49,3.68,2.01
72229,7.71,5.45,4.61,5.50,3.68,2.02
72230,8.04,5.54,4.84,5.51,3.69,2.02
72231,7.82,5.26,4.11,5.50,3.69,2.02
72232,8.38,5.39,4.23,5.49,3.68,2.01
72233,8.85,5.50,3.25,5.48,3.67,2.01
72234,9.26,5.86,3.63,5.47,3.66,2.00
72235,8.97,5.63,3.17,5.46,3.66,2.00
72236,9.17,5.97,3.76,5.46,3.66,2.00
72237,8.50,5.75,3.68,5.46,3.66,2.00
72238,8.63,6.06,4.77,5.45,3.65,2.00
72239,7.99,6.06,4.98,5.42,3.63,1.99
72240,7.99,6.33,5.39,5.39,3.61,1.97
72241,7.34,6.17,5.47,5.34,3.57,1.95
72242,8.35,7.21,6.07,5.28,3.53,1.93
72243,8.09,7.31,5.68,5.22,3.50,1.91
72244,8.29,7.51,5.66,5.16,3.46,1.89
72245,8.32,7.74,6.06,5.11,3.42,1.87
72246,9.03,8.19,6.21,5.06,3.39,1.85
72247,8.90,8.22,6.65,5.02,3.36,1.84
72248,9.26,7.92,6.29,4.99,3.34,1.83
72249,8.50,6.72,5.43,4.97,3.33,1.82
72250,8.67,6.62,5.52,4.96,3.32,1.82
72251,8.09,5.95,4.82,4.94,3.31,1.81
72252,8.06,6.01,4.59,4.93,3.30,1.80
72253,7.20,5.62,4.05,4.91,3.29,1.80
72254,7.71,6.39,4.39,4.90,3.28,1.79
72255,6.74,5.41,3.45,4.87,3.26,1.78
72256,6.99,5.58,4.14,4.85,3.25,1.78
72257,7.17,5.09,3.80,4.82,3.23,1.77
72258,7.48,5.22,4.12,4.79,3.21,1.76
72259,7.60,5.16,3.99,4.77,3.19,1.75
72260,7.93,5.75,3.99,4.76,3.18,1.74
72261,7.90,5.74,3.28,4.74,3.17,1.74
72262,8.00,6.12,3.43,4.72,3.16,1.73
72263,7.91,5.66,3.11,4.69,3.14,1.72
72264,7.97,5.57,3.58,4.66,3.12,1.71
72265,7.73,5.07,4.02,4.62,3.09,1.69
72266,7.96,5.18,5.10,4.59,3.08,1.68
72267,7.40,4.76,5.11,4.57,3.06,1.67
72268,7.51,5.03,5.31,4.54,3.04,1.66
72269,7.09,4.92,4.12,4.51,3.02,1.65
72270,7.11,5.25,3.74,4.48,3.00,1.64
72271,6.68,4.91,2.61,4.45,2.98,1.63
72272,7.02,4.91,2.46,4.42,2.96,1.62
72273,6.75,4.87,2.53,4.39,2.94,1.61
72274,6.88,4.97,2.83,4.35,2.91,1.59
72275,6.58,4.86,2.89,4.31,2.89,1.58
72276,6.62,5.13,2.98,4.26,2.85,1.56
72277,6.31,5.16,3.06,4.22,2.82,1.55
72278,6.98,5.48,2.93,4.19,2.80,1.53
72279,7.33,6.03,3.49,4.16,2.78,1.52
72280,7.52,6.07,3.27,4.13,2.77,1.51
72281,7.76,6.67,4.09,4.12,2.76,1.51
72282,7.33,6.60,4.37,4.10,2.75,1.50
72283,6.99,6.25,4.88,4.09,2.74,1.50
72284,6.18,5.40,4.76,4.07,2.73,1.49
72285,5.38,4.21,4.30,4.05,2.71,1.48
72286,4.89,3.55,3.52,4.02,2.69,1.47
72287,5.64,3.95,3.44,4.00,2.68,1.47
72288,6.21,4.14,2.98,3.98,2.67,1.46
72289,6.66,4.68,2.78,3.98,2.66,1.46
72290,6.91,4.30,2.33,3.99,2.67,1.46
72291,7.33,4.17,2.74,4.00,2.68,1.47
72292,7.10,3.45,2.63,4.02,2.69,1.47
72293,6.71,3.74,3.47,4.04,2.70,1.48
72294,6.47,3.41,3.73,4.05,2.71,1.48
72295,6.32,4.33,4.08,4.05,2.71,1.49
72296,6.20,4.42,3.70,4.06,2.72,1.49
72297,6.59,4.98,3.90,4.05,2.71,1.49
72298,6.37,4.70,3.02,4.04,2.71,1.48
72299,6.85,4.75,2.69,4.03,2.70,1.48
72300,6.71,4.37,2.36,4.01,2.68,1.47
72301,7.27,4.57,2.19,3.99,2.67,1.46
72302,7.48,4.58,2.37,3.97,2.66,1.45
72303,7.67,4.86,2.61,3.96,2.65,1.45
72304,7.60,4.98,2.62,3.95,2.65,1.45
72305,8.00,5.32,3.09,3.95,2.64,1.45
72306,7.61,5.02,2.97,3.95,2.64,1.45
72307,7.68,5.11,3.02,3.95,2.65,1.45
72308,7.74,5.08,3.26,3.96,2.65,1.45
72309,7.97,5.37,3.59,3.96,2.65,1.45
72310,7.43,5.34,3.62,3.95,2.65,1.45
72311,7.71,5.93,4.93,3.94,2.64,1.44
72312,7.10,5.97,4.99,3.93,2.63,1.44
72313,7.17,5.94,5.86,3.90,2.61,1.43
72314,7.03,5.64,5.65,3.87,2.59,1.42
72315,6.85,5.62,5.97,3.83,2.57,1.40
72316,6.58,5.61,5.07,3.80,2.55,1.39
72317,7.04,5.22,4.86,3.77,2.53,1.38
72318,7.00,5.47,3.82,3.75,2.51,1.37
72319,7.24,5.74,4.28,3.74,2.50,1.37
72320,7.33,5.78,4.14,3.75,2.51,1.37
72321,7.31,5.81,4.15,3.75,2.51,1.38
72322,7.70,7.09,4.97,3.77,2.52,1.38
72323,7.97,6.88,5.12,3.79,2.54,1.39
72324,7.14,5.97,4.73,3.83,2.56,1.40
72325,8.21,6.26,4.54,3.88,2.60,1.42
72326,8.37,6.51,4.75,3.93,2.63,1.44
72327,8.85,6.59,3.95,3.99,2.67,1.46
72328,8.45,6.25,4.06,4.03,2.70,1.48
72329,7.86,6.25,3.81,4.07,2.72,1.49
72330,7.97,6.50,4.38,4.10,2.74,1.50
72331,7.07,5.50,4.36,4.13,2.77,1.51
72332,7.29,5.26,4.82,4.17,2.79,1.53
72333,6.87,5.07,4.70,4.23,2.83,1.55
72334,7.19,5.09,4.94,4.31,2.88,1.58
72335,6.89,4.72,4.84,4.39,2.94,1.61
72336,7.33,4.88,4.93,4.47,2.99,1.64
72337,7.06,5.04,4.73,4.55,3.04,1.67
72338,7.16,5.39,5.14,4.61,3.08,1.69
72339,7.03,5.54,4.92,4.65,3.12,1.70
72340,6.87,5.62,4.71,4.68,3.14,1.72
72341,7.27,6.38,4.81,4.70,3.15,1.72
72342,7.17,6.48,5.05,4.72,3.16,1.73
72343,7.15,6.80,4.94,4.74,3.17,1.74
72344,7.07,6.95,5.07,4.76,3.19,1.74
72345,7.11,6.91,4.91,4.79,3.21,1.76
72346,7.13,6.55,5.29,4.83,3.24,1.77
72347,6.92,6.01,5.30,4.88,3.27,1.79
72348,7.04,5.39,4.76,4.92,3.29,1.80
72349,6.78,4.97,4.85,4.97,3.32,1.82
72350,7.03,5.18,5.56,5.00,3.35,1.83
72351,6.60,5.30,5.52,5.04,3.37,1.85
72352,7.43,5.81,5.85,5.06,3.39,1.85
72353,7.39,5.64,5.39,5.07,3.40,1.86
72354,8.46,6.05,5.29,5.07,3.40,1.86
72355,8.80,6.01,4.51,5.06,3.39,1.85
72356,9.71,6.33,4.55,5.04,3.37,1.85
72357,9.61,6.04,3.87,5.00,3.35,1.83
72358,10.59,6.40,4.06,4.96,3.32,1.82
72359,10.65,6.46,3.88,4.91,3.28,1.80
72360,11.46,6.91,4.11,4.85,3.25,1.78
72361,11.33,6.72,3.96,4.79,3.21,1.76
72362,11.32,7.29,4.66,4.74,3.17,1.73
72363,10.53,7.25,4.55,4.69,3.14,1.72
72364,10.64,7.73,5.12,4.66,3.12,1.71
72365,9.95,7.58,4.88,4.64,3.10,1.70
72366,10.29,8.00,5.55,4.62,3.10,1.69
72367,10.49,7.91,5.15,4.63,3.10,1.70
72368,11.47,7.99,5.64,4.65,3.12,1.71
72369,11.28,7.20,5.19,4.69,3.14,1.72
72370,10.81,7.06,5.86,4.74,3.17,1.74
72371,9.66,6.45,5.05,4.80,3.21,1.76
72372,8.46,6.01,5.10,4.86,3.26,1.78
72373,7.46,5.27,4.60,4.93,3.30,1.81
72374,7.57,6.04,4.45,5.00,3.35,1.83
72375,8.22,6.06,4.07,5.05,3.38,1.85
72376,9.31,6.62,4.29,5.09,3.41,1.86
72377,10.30,6.67,3.58,5.13,3.44,1.88
72378,10.32,7.57,3.67,5.17,3.46,1.90
72379,10.14,7.14,3.31,5.22,3.49,1.91
72380,10.23,7.65,3.54,5.29,3.54,1.94
72381,10.80,7.83,3.50,5.36,3.59,1.97
72382,11.53,8.56,3.93,5.45,3.65,2.00
72383,12.70,8.99,4.11,5.54,3.71,2.03
72384,13.00,9.36,4.53,5.64,3.78,2.07
72385,13.80,9.75,4.72,5.73,3.84,2.10
72386,13.66,9.82,4.56,5.82,3.89,2.13
72387,13.58,10.14,4.87,5.88,3.94,2.15
72388,13.06,9.78,4.90,5.92,3.96,2.17
72389,13.94,9.92,5.52,5.95,3.98,2.18
72390,14.20,9.07,5.34,5.98,4.00,2.19
72391,15.27,9.08,6.09,6.03,4.04,2.21
72392,16.00,8.75,5.95,6.10,4.08,2.23
72393,17.14,9.24,6.51,6.20,4.15,2.27
72394,16.58,9.55,6.12,6.32,4.23,2.32
72395,16.25,10.06,7.02,6.45,4.32,2.36
72396,15.66,10.20,6.89,6.58,4.41,2.41
72397,15.48,10.23,7.24,6.72,4.50,2.46
72398,15.33,10.06,6.94,6.83,4.57,2.50
72399,15.55,9.65,7.21,6.90,4.62,2.53
72400,15.30,9.79,6.57,6.96,4.66,2.55
72401,15.59,10.21,7.05,7.02,4.70,2.57
72402,15.38,10.29,7.40,7.08,4.74,2.59
72403,14.59,10.34,7.68,7.17,4.80,2.63
72404,14.55,10.15,7.58,7.29,4.88,2.67
72405,14.14,10.09,7.69,7.43,4.97,2.72
72406,12.98,9.34,7.11,7.57,5.07,2.77
72407,12.79,9.19,7.08,7.71,5.16,2.82
72408,12.27,8.80,6.33,7.85,5.26,2.88
72409,11.53,8.86,5.87,7.98,5.34,2.92
72410,11.28,8.78,5.30,8.07,5.41,2.96
72411,11.44,8.64,4.46,8.15,5.45,2.98
72412,10.63,7.92,3.70,8.21,5.50,3.01
72413,10.37,7.44,3.20,8.29,5.55,3.04
72414,9.71,6.94,3.18,8.39,5.61,3.07
72415,9.56,6.44,3.09,8.49,5.69,3.11
72416,9.27,6.25,3.54,8.62,5.77,3.16
72417,10.13,7.02,4.13,8.74,5.85,3.20
72418,10.22,7.29,4.40,8.84,5.92,3.24
72419,11.09,8.14,5.03,8.93,5.97,3.27
72420,10.96,7.95,4.88,9.01,6.03,3.30
72421,11.47,8.21,4.75,9.08,6.08,3.33
72422,11.10,7.69,4.25,9.13,6.12,3.35
72423,11.59,8.08,4.57,9.17,6.14,3.36
72424,11.08,8.06,3.90,9.19,6.15,3.37
72425,11.42,8.96,4.12,9.20,6.16,3.37
72426,10.73,8.65,4.22,9.21,6.16,3.37
72427,10.57,8.52,4.35,9.20,6.16,3.37
72428,10.38,7.84,4.00,9.17,6.14,3.36
72429,10.53,7.73,4.28,9.11,6.10,3.34
72430,10.58,7.15,4.24,9.03,6.05,3.31
72431,12.20,7.94,4.21,8.96,6.00,3.28
72432,13.34,8.49,4.26,8.90,5.95,3.26
72433,14.60,9.15,4.84,8.86,5.93,3.24
72434,15.64,9.55,4.47,8.84,5.92,3.24
72435,17.07,10.60,5.17,8.85,5.92,3.24
72436,17.71,11.22,6.00,8.85,5.93,3.24
72437,18.65,11.79,6.32,8.88,5.94,3.25
